Type,Version,Name,Description,Endpoint,SiteID,ResourceID,Kit.Name,Kit.Version,Kit.Class,Kit.SupportLevel,Kit.SupportGoal,Timestamp
"ws-delegation","4.0.7","ws-delegation","WebServices Delegation","https://gatekeeper.frost.ncar.teragrid.org:8443/wsrf/services/DelegationService","ncar.teragrid.org","frost.ncar.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:38Z"
"ws-gram","4.0.7","ws-gram/Fork","WebServices GRAM","https://gatekeeper.frost.ncar.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ncar.teragrid.org","frost.ncar.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:38Z"
"ws-ogsa-dai","4.0.7","ogsa-dai/TeraGridResource","OGSA DAI","https://gatekeeper.frost.ncar.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","ncar.teragrid.org","frost.ncar.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:38Z"
"ws-gram","4.0.7","ws-gram/Cobalt","WebServices GRAM","https://gatekeeper.frost.ncar.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ncar.teragrid.org","frost.ncar.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:38Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://gridftp.frost.ncar.teragrid.org:2811/","ncar.teragrid.org","frost.ncar.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:38Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://gridftp.frost.ncar.teragrid.org:2811/","ncar.teragrid.org","frost.ncar.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:38Z"
"gsi-scp-hpn","4.5","gsi-scp-hpn","","tg-login.frost.ncar.teragrid.org:22","ncar.teragrid.org","frost.ncar.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:38Z"
"ws-rft","4.0.7","rft","WebServices Reliable File Transfer","https://gatekeeper.frost.ncar.teragrid.org:8443/wsrf/services/ReliableFileTransferService","ncar.teragrid.org","frost.ncar.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:38Z"
"globus-mds4","4.0.8","globus-mds-info","WebServices MDS4","https://queenbee.loni-lsu.teragrid.org:8446/wsrf/services/DefaultIndexService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"condor-g-matchmaking","7.2.1","condor-g-matchmaking","","embedded_in_software","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"condor-g","7.2.1","condor-g","Condor-G","embedded_in_software","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"gsi-openssh","4.3","gsi-openssh","GSI OpenSSH","queenbee.loni-lsu.teragrid.org:22","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","login.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:15Z"
"gsi-openssh","4.5","gsi-scp-hpn-server","GSI OpenSSH","queenbee.loni-lsu.teragrid.org:22","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://queenbee.loni-lsu.teragrid.org:2811/","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://queenbee.loni-lsu.teragrid.org:2811/","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"gridftp","4.0.8","gridftp-nonstriped-server","GridFTP","gsiftp://queenbee.loni-lsu.teragrid.org:2812/","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-rft","4.0.8","rft","WebServices Reliable File Transfer","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ReliableFileTransferService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-gram","4.0.8","ws-gram/PBS","WebServices GRAM","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-delegation","4.0.8","ws-delegation","WebServices Delegation","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/DelegationService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-gram","4.0.8","ws-gram/Fork","WebServices GRAM","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-pbs","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager-pbs","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager-fork","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"globus-mds4","4.0.8","globus-mds","WebServices MDS4","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/DefaultIndexService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"globus-mds4","4.0.8","globus-mds-secure","WebServices MDS4","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/SecureIndexService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-gram","4.0.8","ws-gram/PBS","WebServices GRAM","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-delegation","4.0.8","ws-delegation","WebServices Delegation","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/DelegationService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-gram","4.0.8","ws-gram/Fork","WebServices GRAM","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-pbs","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager-pbs","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager-fork","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"ws-ogsa-dai","4.0.8","ogsa-dai/TeraGridResource","OGSA DAI","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"globus-mds4","4.0.8","globus-mds","WebServices MDS4","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/DefaultIndexService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","queenbee.loni-lsu.teragrid.org:2119/jobmanager","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"globus-mds4","4.0.8","globus-mds-secure","WebServices MDS4","https://queenbee.loni-lsu.teragrid.org:8443/wsrf/services/SecureIndexService","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"mcp","1.0","mcp","","not_applicable","loni-lsu.teragrid.org","queenbee.loni-lsu.teragrid.org","metascheduling.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:15Z"
"globus-mds4","4.0.8","globus-mds-info","WebServices MDS4","https://lonestar.tacc.utexas.edu:8446/wsrf/services/DefaultIndexService","tacc.teragrid.org","lonestar.tacc.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://tg-gridftp.lonestar.tacc.teragrid.org:2811/","tacc.teragrid.org","lonestar.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"gridftp","4.0.8","gridftp-nonstriped-server","GridFTP","gsiftp://tg-gridftp.lonestar.tacc.teragrid.org:2812/","tacc.teragrid.org","lonestar.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://tg-gridftp.lonestar.tacc.teragrid.org:2811/","tacc.teragrid.org","lonestar.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"gsi-openssh","4.5","gsi-scp-hpn-server","GSI OpenSSH","gridftp.lonestar.tacc.teragrid.org:22","tacc.teragrid.org","lonestar.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-rft","4.0.8","rft","WebServices Reliable File Transfer","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ReliableFileTransferService","tacc.teragrid.org","lonestar.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"gsi-openssh","4.5p1","gsi-openssh","GSI OpenSSH","tg-login.lonestar.tacc.teragrid.org:22","tacc.teragrid.org","lonestar.tacc.teragrid.org","login.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:06:27Z"
"condor-g","7.2.1","condor-g","Condor-G","embedded_in_software","tacc.teragrid.org","lonestar.tacc.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"condor-g-matchmaking","7.2.1","condor-g-matchmaking","","embedded_in_software","tacc.teragrid.org","lonestar.tacc.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"globus-mds4","4.0.8","globus-mds-secure","WebServices MDS4","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/SecureIndexService","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"globus-mds4","4.0.8","globus-mds","WebServices MDS4","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/DefaultIndexService","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","gatekeeper.lonestar.tacc.teragrid.org:2119/jobmanager-fork","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-delegation","4.0.8","ws-delegation","WebServices Delegation","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/DelegationService","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-gram","4.0.8","ws-gram/Fork","WebServices GRAM","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"prews-gram","4.0.7","prews-gram-lsf","Pre-WebServices GRAM","gatekeeper.lonestar.tacc.teragrid.org:2119/jobmanager-lsf","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-gram","4.0.8","ws-gram/LSF","WebServices GRAM","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","tacc.teragrid.org","lonestar.tacc.teragrid.org","remote-compute.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"globus-mds4","4.0.8","globus-mds-secure","WebServices MDS4","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/SecureIndexService","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"globus-mds4","4.0.8","globus-mds","WebServices MDS4","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/DefaultIndexService","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-gram","4.0.8","ws-gram/LSF","WebServices GRAM","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"prews-gram","4.0.7","prews-gram-lsf","Pre-WebServices GRAM","gatekeeper.lonestar.tacc.teragrid.org:2119/jobmanager-lsf","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"prews-gram","4.0.8","prews-gram-fork","Pre-WebServices GRAM","gatekeeper.lonestar.tacc.teragrid.org:2119/jobmanager-fork","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-delegation","4.0.8","ws-delegation","WebServices Delegation","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/DelegationService","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-gram","4.0.8","ws-gram/Fork","WebServices GRAM","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"ws-ogsa-dai","4.0.8","ogsa-dai/TeraGridResource","OGSA DAI","https://gatekeeper.lonestar.tacc.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","tacc.teragrid.org","lonestar.tacc.teragrid.org","science-gateway.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:27Z"
"globus-mds4","4.0.7","globus-mds-info","WebServices MDS4","https://gram.bigben.psc.teragrid.org:8446/wsrf/services/DefaultIndexService","psc.teragrid.org","bigben.psc.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:06:00Z"
"gsi-openssh","4.5","gsi-openssh","GSI OpenSSH","tg-login.bigben.psc.teragrid.org:22","psc.teragrid.org","bigben.psc.teragrid.org","login.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:06:00Z"
"globus-mds4","4.0.7","globus-mds-secure","WebServices MDS4","https://gram.bigben.psc.teragrid.org:8443/wsrf/services/SecureIndexService","psc.teragrid.org","bigben.psc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:06:00Z"
"globus-mds4","4.0.7","globus-mds","WebServices MDS4","https://gram.bigben.psc.teragrid.org:8443/wsrf/services/DefaultIndexService","psc.teragrid.org","bigben.psc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:06:00Z"
"prews-gram","4.0.7","prews-gram-pbs","Pre-WebServices GRAM","gram.bigben.psc.teragrid.org:2119/jobmanager-pbs","psc.teragrid.org","bigben.psc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:06:00Z"
"ws-gram","4.0.7","ws-gram/PBS","WebServices GRAM","https://gram.bigben.psc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","psc.teragrid.org","bigben.psc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:06:00Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://gridftp.bigben.psc.teragrid.org:2811/","psc.teragrid.org","bigben.psc.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:06:00Z"
"ws-rft","4.0.8","rft","WebServices Reliable File Transfer","https://rft.psc.teragrid.org:8443/wsrf/services/ReliableFileTransferService","psc.teragrid.org","bigben.psc.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:06:00Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://gridftp.bigben.psc.teragrid.org:2811/","psc.teragrid.org","bigben.psc.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:06:00Z"
"gsi-openssh","4.5","gsi-scp-hpn","GSI OpenSSH","tg-login.bigben.psc.teragrid.org:22","psc.teragrid.org","bigben.psc.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:06:00Z"
"globus-mds4","4.0.8","globus-mds-info","WebServices MDS4","https://gatekeeper.ranger.tacc.teragrid.org:8446/wsrf/services/DefaultIndexService","tacc.teragrid.org","ranger.tacc.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"gsi-openssh","4.7p1","gsi-openssh","GSI OpenSSH","tg-login.ranger.tacc.teragrid.org:22","tacc.teragrid.org","ranger.tacc.teragrid.org","login.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:04:54Z"
"condor-g","7.2.1","condor-g","Condor-G","embedded_in_software","tacc.teragrid.org","ranger.tacc.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"condor-g-matchmaking","7.2.1","condor-g-matchmaking","","embedded_in_software","tacc.teragrid.org","ranger.tacc.teragrid.org","workflow.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"globus-mds4","4.0.8","globus-mds-secure","WebServices MDS4","https://gatekeeper.ranger.tacc.teragrid.org:8443/wsrf/services/SecureIndexService","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"globus-mds4","4.0.8","globus-mds","WebServices MDS4","https://gatekeeper.ranger.tacc.teragrid.org:8443/wsrf/services/DefaultIndexService","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"prews-gram","4.0.7","prews-gram-fork","Pre-WebServices GRAM","gatekeeper.ranger.tacc.teragrid.org:2119/jobmanager-fork","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"ws-delegation","4.0.8","ws-delegation","WebServices Delegation","https://gatekeeper.ranger.tacc.teragrid.org:8443/wsrf/services/DelegationService","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"prews-gram","4.0.7","prews-gram-sge","Pre-WebServices GRAM","gatekeeper.ranger.tacc.teragrid.org:2119/jobmanager-sge","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"ws-gram","4.0.8","ws-gram/Fork","WebServices GRAM","https://gatekeeper.ranger.tacc.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"ws-ogsa-dai","4.0.8","ogsa-dai/TeraGridResource","OGSA DAI","https://gatekeeper.ranger.tacc.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","tacc.teragrid.org","ranger.tacc.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:04:54Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://gridftp.ranger.tacc.teragrid.org:2811/","tacc.teragrid.org","ranger.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"gridftp","4.0.8","gridftp-nonstriped-server","GridFTP","gsiftp://gridftp.ranger.tacc.teragrid.org:2812/","tacc.teragrid.org","ranger.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://gridftp.ranger.tacc.teragrid.org:2811/","tacc.teragrid.org","ranger.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"gsi-openssh","4.5","gsi-scp-hpn-server","GSI OpenSSH","gridftp.ranger.tacc.teragrid.org:22","tacc.teragrid.org","ranger.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"ws-rft","4.0.8","rft","WebServices Reliable File Transfer","https://ranger.tacc.teragrid.org:8443/wsrf/services/ReliableFileTransferService","tacc.teragrid.org","ranger.tacc.teragrid.org","data-movement-servers.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:04:54Z"
"globus-mds4","4.0.7","globus-mds-info","WebServices MDS4","https://grid-co.ncsa.teragrid.org:8446/wsrf/services/DefaultIndexService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:02:16Z"
"gsi-openssh","4.5","gsi-openssh","GSI OpenSSH","login-co.ncsa.teragrid.org:22","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","login.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:02:16Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://gridftp-co.ncsa.teragrid.org:2811/","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:16Z"
"gridftp","4.0.8","gridftp-nonstriped-server","GridFTP","gsiftp://grid-co.ncsa.teragrid.org:2812/","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:16Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://grid-co.ncsa.teragrid.org:2811/","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:16Z"
"gsi-openssh","4.5","gsi-scp-hpn","GSI OpenSSH","login-co.ncsa.teragrid.org:22","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:16Z"
"ws-rft","4.0.7","rft","WebServices Reliable File Transfer","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/ReliableFileTransferService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:02:16Z"
"condor-g","6.7.18","condor-g","Condor-G","embedded_in_software","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","workflow.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:02:16Z"
"globus-mds4","4.0.7","globus-mds-secure","WebServices MDS4","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/SecureIndexService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"prews-gram","4.0.7","prews-gram-fork","Pre-WebServices GRAM","grid-co.ncsa.teragrid.org:2119/jobmanager-fork","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"prews-gram","4.0.7","prews-gram-pbs","Pre-WebServices GRAM","grid-co.ncsa.teragrid.org:2119/jobmanager-pbs","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"ws-delegation","4.0.7","ws-delegation","WebServices Delegation","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/DelegationService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"ws-gram","4.0.7","ws-gram/Fork","WebServices GRAM","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"ws-gram","4.0.7","ws-gram/PBS","WebServices GRAM","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"ws-ogsa-dai","4.0.7","ogsa-dai/TeraGridResource","OGSA DAI","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"globus-mds4","4.0.7","globus-mds","WebServices MDS4","https://grid-co.ncsa.teragrid.org:8443/wsrf/services/DefaultIndexService","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:02:16Z"
"mcp","1.0","mcp","","not_applicable","ncsa.teragrid.org","cobalt.ncsa.teragrid.org","metascheduling.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:02:16Z"
